dept_no	year	month	spend	transactions	items
9	2016	02	70.08	10.0	14.0
9	2016	03	117.18	16.0	22.0
9	2016	04	75.19	10.0	17.0
9	2016	05	15.84	8.0	9.0
9	2016	06	75.71	11.0	16.0
9	2016	07	36.23	11.0	11.0
9	2016	08	142.23	9.0	9.0
9	2016	09	86.98	12.0	16.0
10	2010	01	1054.8	33.0	60.0
10	2010	02	742.03	24.0	37.0
10	2010	03	637.24	25.0	46.0
10	2010	04	1021.05	28.0	45.0
10	2010	05	1026.88	35.0	70.0
10	2010	06	938.14	31.0	46.0
10	2010	07	1258.4	35.0	70.0
10	2010	08	954.12	26.0	57.0
10	2010	09	893.79	32.0	50.0
10	2010	10	802.95	27.0	55.0
10	2010	11	1031.62	33.0	67.0
10	2010	12	992.93	28.0	57.0
10	2011	01	928.51	32.0	61.0
10	2011	02	793.09	30.0	60.0
10	2011	03	771.45	22.0	45.0
10	2011	04	989.4	27.0	48.0
10	2011	05	858.01	30.0	49.0
10	2011	06	761.79	30.0	41.0
10	2011	07	901.57	30.0	55.0
10	2011	08	737.16	27.0	54.0
10	2011	09	776.98	28.0	52.0
10	2011	10	974.31	43.0	66.0
10	2011	11	1167.79	29.0	71.0
10	2011	12	804.47	31.0	54.0
10	2012	01	667.21	37.0	57.0
10	2012	02	883.67	29.0	52.0
10	2012	03	995.25	26.0	44.0
10	2012	04	934.22	33.0	55.0
10	2012	05	799.37	25.0	43.0
10	2012	06	575.03	25.0	37.0
10	2012	07	1031.06	28.0	54.0
10	2012	08	729.96	23.0	44.0
10	2012	09	898.01	29.0	47.0
10	2012	10	980.14	31.0	66.0
10	2012	11	686.92	28.0	46.0
10	2012	12	1128.68	37.0	67.0
10	2013	01	910.77	30.0	51.0
10	2013	02	747.24	21.0	45.0
10	2013	03	1071.36	31.0	64.0
10	2013	04	703.51	25.0	49.0
10	2013	05	850.28	28.0	52.0
10	2013	06	542.37	17.0	33.0
10	2013	07	931.69	24.0	50.0
10	2013	08	868.99	18.0	41.0
10	2013	09	1004.08	33.0	53.0
10	2013	10	665.56	27.0	44.0
10	2013	11	495.52	16.0	29.0
10	2013	12	626.75	23.0	45.0
10	2014	01	676.67	21.0	43.0
10	2014	02	508.77	22.0	39.0
10	2014	03	627.98	24.0	40.0
10	2014	04	790.56	22.0	39.0
10	2014	05	379.49	16.0	21.0
10	2014	06	844.08	25.0	51.0
10	2014	07	694.72	16.0	39.0
10	2014	08	516.53	19.0	27.0
10	2014	09	498.67	19.0	38.0
10	2014	10	607.69	13.0	35.0
10	2014	11	622.25	17.0	41.0
10	2014	12	500.13	20.0	31.0
10	2015	01	902.78	29.0	61.0
10	2015	02	563.38	17.0	33.0
10	2015	03	675.92	22.0	42.0
10	2015	04	382.14	15.0	29.0
10	2015	05	550.5	18.0	36.0
10	2015	06	747.35	22.0	44.0
10	2015	07	751.36	25.0	47.0
10	2015	08	425.39	20.0	31.0
10	2015	09	487.43	16.0	31.0
10	2015	10	632.16	16.0	30.0
10	2015	11	406.64	16.0	26.0
10	2015	12	396.67	15.0	23.0
10	2016	01	1007.77	39.0	67.0
10	2016	02	515.24	28.0	46.0
10	2016	03	733.93	24.0	37.0
10	2016	04	534.04	17.0	27.0
10	2016	05	535.0	15.0	26.0
10	2016	06	538.57	17.0	28.0
10	2016	07	269.06	10.0	14.0
10	2016	08	318.8	10.0	20.0
10	2016	09	593.1	17.0	36.0
11	2010	01	500.83	35.0	47.0
11	2010	02	376.42	33.0	48.0
11	2010	03	457.93	40.0	60.0
11	2010	04	421.99	32.0	56.0
11	2010	05	536.64	33.0	65.0
11	2010	06	508.19	31.0	68.0
11	2010	07	347.93	29.0	48.0
11	2010	08	362.15	33.0	55.0
11	2010	09	326.38	27.0	45.0
11	2010	10	291.47	31.0	47.0
11	2010	11	434.25	36.0	54.0
11	2010	12	429.28	35.0	54.0
11	2011	01	565.18	41.0	79.0
11	2011	02	259.0	17.0	29.0
11	2011	03	504.03	35.0	62.0
11	2011	04	509.7	30.0	60.0
11	2011	05	286.57	29.0	42.0
11	2011	06	313.05	29.0	48.0
11	2011	07	278.54	28.0	39.0
11	2011	08	350.22	30.0	52.0
11	2011	09	375.43	27.0	50.0
11	2011	10	322.03	30.0	46.0
11	2011	11	257.63	28.0	42.0
11	2011	12	293.52	31.0	56.0
11	2012	01	341.47	33.0	43.0
11	2012	02	392.71	32.0	57.0
11	2012	03	357.21	33.0	49.0
11	2012	04	350.26	24.0	45.0
11	2012	05	276.47	23.0	43.0
11	2012	06	306.52	29.0	48.0
11	2012	07	386.39	37.0	55.0
11	2012	08	241.15	28.0	38.0
11	2012	09	271.34	26.0	42.0
11	2012	10	356.68	28.0	52.0
11	2012	11	252.48	30.0	35.0
11	2012	12	510.37	36.0	79.0
11	2013	01	249.05	22.0	32.0
11	2013	02	389.95	31.0	54.0
11	2013	03	333.49	27.0	51.0
11	2013	04	497.46	37.0	61.0
11	2013	05	288.52	33.0	37.0
11	2013	06	265.54	22.0	56.0
11	2013	07	430.91	33.0	59.0
11	2013	08	313.77	26.0	44.0
11	2013	09	472.02	33.0	74.0
11	2013	10	397.42	29.0	55.0
11	2013	11	256.66	21.0	34.0
11	2013	12	301.65	22.0	43.0
11	2014	01	246.28	18.0	42.0
11	2014	02	132.53	11.0	19.0
11	2014	03	119.95	16.0	13.0
11	2014	04	249.07	22.0	37.0
11	2014	05	256.36	23.0	36.0
11	2014	06	352.2	27.0	45.0
11	2014	07	255.63	18.0	38.0
11	2014	08	250.47	27.0	39.0
11	2014	09	453.21	30.0	59.0
11	2014	10	247.7	22.0	30.0
11	2014	11	271.08	26.0	42.0
11	2014	12	368.78	27.0	62.0
11	2015	01	522.6	40.0	64.0
11	2015	02	326.33	32.0	47.0
11	2015	03	526.74	36.0	73.0
11	2015	04	293.05	33.0	45.0
11	2015	05	423.75	38.0	58.0
11	2015	06	363.12	33.0	58.0
11	2015	07	269.19	31.0	41.0
11	2015	08	424.72	32.0	58.0
11	2015	09	242.91	26.0	47.0
11	2015	10	347.57	29.0	43.0
11	2015	11	228.16	18.0	34.0
11	2015	12	182.55	17.0	26.0
11	2016	01	371.76	31.0	55.0
11	2016	02	160.53	15.0	28.0
11	2016	03	431.76	28.0	54.0
11	2016	04	260.72	24.0	37.0
11	2016	05	310.87	22.0	44.0
11	2016	06	350.49	22.0	38.0
11	2016	07	214.34	16.0	21.0
11	2016	08	213.96	22.0	35.0
11	2016	09	206.73	17.0	30.0
12	2010	01	87.61	29.0	47.0
12	2010	02	66.85	19.0	38.0
12	2010	03	103.58	31.0	66.0
12	2010	04	43.05	15.0	26.0
12	2010	05	58.34	19.0	35.0
12	2010	06	56.22	20.0	38.0
12	2010	07	72.8	18.0	33.0
12	2010	08	62.08	16.0	31.0
12	2010	09	44.23	16.0	32.0
12	2010	10	73.97	29.0	65.0
12	2010	11	99.17	32.0	65.0
12	2010	12	98.38	25.0	59.0
12	2011	01	44.51	21.0	28.0
12	2011	02	125.71	23.0	84.0
12	2011	03	52.33	21.0	37.0
12	2011	04	79.65	16.0	26.0
12	2011	05	61.67	21.0	52.0
12	2011	06	32.19	13.0	22.0
12	2011	07	27.03	6.0	12.0
12	2011	08	38.95	12.0	13.0
12	2011	09	54.55	18.0	27.0
12	2011	10	84.42	27.0	52.0
12	2011	11	79.34	30.0	43.0
12	2011	12	71.21	31.0	53.0
12	2012	01	54.51	20.0	40.0
12	2012	02	82.52	28.0	42.0
12	2012	03	71.41	23.0	29.0
12	2012	04	140.18	30.0	54.0
12	2012	05	79.09	17.0	27.0
12	2012	06	92.69	28.0	42.0
12	2012	07	83.4	19.0	34.0
12	2012	08	105.8	20.0	42.0
12	2012	09	86.59	17.0	33.0
12	2012	10	65.34	23.0	38.0
12	2012	11	95.65	18.0	53.0
12	2012	12	139.0	27.0	77.0
12	2013	01	91.39	23.0	51.0
12	2013	02	87.27	21.0	41.0
12	2013	03	70.4	17.0	27.0
12	2013	04	111.71	21.0	50.0
12	2013	05	55.03	15.0	28.0
12	2013	06	28.44	10.0	23.0
12	2013	07	86.29	17.0	54.0
12	2013	08	37.48	12.0	20.0
12	2013	09	84.87	17.0	38.0
12	2013	10	54.71	16.0	35.0
12	2013	11	91.65	25.0	38.0
12	2013	12	54.0	16.0	24.0
12	2014	01	53.19	19.0	31.0
12	2014	02	80.49	15.0	26.0
12	2014	03	71.71	18.0	33.0
12	2014	04	42.06	13.0	33.0
12	2014	05	10.44	5.0	6.0
12	2014	06	21.61	8.0	14.0
12	2014	07	115.23	15.0	33.0
12	2014	08	81.72	10.0	27.0
12	2014	09	51.27	14.0	30.0
12	2014	10	58.54	9.0	26.0
12	2014	11	136.6	20.0	53.0
12	2014	12	119.79	27.0	64.0
12	2015	01	94.82	26.0	71.0
12	2015	02	116.79	23.0	65.0
12	2015	03	91.72	26.0	62.0
12	2015	04	96.5	18.0	47.0
12	2015	05	118.59	22.0	48.0
12	2015	06	65.7	15.0	32.0
12	2015	07	148.66	26.0	71.0
12	2015	08	91.93	20.0	43.0
12	2015	09	45.61	13.0	25.0
12	2015	10	67.09	11.0	26.0
12	2015	11	41.1	13.0	22.0
12	2015	12	74.61	12.0	27.0
12	2016	01	44.81	18.0	38.0
12	2016	02	55.88	12.0	31.0
12	2016	03	92.74	22.0	49.0
12	2016	04	33.83	10.0	14.0
12	2016	05	19.37	8.0	16.0
12	2016	06	22.65	6.0	9.0
12	2016	07	132.34	15.0	27.0
12	2016	08	45.8	10.0	14.0
12	2016	09	75.07	12.0	25.0
13	2010	01	837.45	65.0	129.0
13	2010	02	758.02	53.0	121.0
13	2010	03	906.37	64.0	158.0
13	2010	04	859.43	64.0	144.0
13	2010	05	838.0	67.0	146.0
13	2010	06	825.3	69.0	156.0
13	2010	07	718.34	57.0	117.0
13	2010	08	616.96	56.0	115.0
13	2010	09	805.72	60.0	141.0
13	2010	10	682.28	61.0	121.0
13	2010	11	869.88	69.0	129.0
13	2010	12	682.77	50.0	111.0
13	2011	01	1099.97	77.0	179.0
13	2011	02	773.89	54.0	122.0
13	2011	03	669.27	58.0	117.0
13	2011	04	809.99	53.0	117.0
13	2011	05	884.22	73.0	144.0
13	2011	06	840.06	54.0	145.0
13	2011	07	913.87	66.0	145.0
13	2011	08	1009.88	69.0	162.0
13	2011	09	1021.3	80.0	183.0
13	2011	10	1048.62	76.0	172.0
13	2011	11	1219.32	76.0	190.0
13	2011	12	1307.06	84.0	195.0
13	2012	01	1075.71	76.0	177.0
13	2012	02	948.71	75.0	158.0
13	2012	03	1268.92	79.0	197.0
13	2012	04	1124.23	73.0	169.0
13	2012	05	1005.78	80.0	165.0
13	2012	06	865.83	64.0	148.0
13	2012	07	778.9	56.0	127.0
13	2012	08	677.69	59.0	120.0
13	2012	09	831.37	66.0	148.0
13	2012	10	800.36	59.0	129.0
13	2012	11	854.75	59.0	123.0
13	2012	12	1239.87	74.0	147.0
13	2013	01	954.99	74.0	150.0
13	2013	02	698.44	58.0	117.0
13	2013	03	725.66	50.0	94.0
13	2013	04	883.57	69.0	138.0
13	2013	05	701.57	64.0	111.0
13	2013	06	734.37	52.0	105.0
13	2013	07	703.81	57.0	108.0
13	2013	08	920.5	68.0	128.0
13	2013	09	806.3	75.0	130.0
13	2013	10	812.02	71.0	129.0
13	2013	11	894.75	61.0	106.0
13	2013	12	965.95	67.0	113.0
13	2014	01	690.01	65.0	107.0
13	2014	02	741.14	55.0	119.0
13	2014	03	589.2	62.0	100.0
13	2014	04	502.0	45.0	73.0
13	2014	05	790.29	57.0	115.0
13	2014	06	656.9	59.0	111.0
13	2014	07	845.64	60.0	97.0
13	2014	08	461.78	44.0	84.0
13	2014	09	626.58	52.0	89.0
13	2014	10	849.98	73.0	135.0
13	2014	11	942.71	66.0	116.0
13	2014	12	738.72	55.0	92.0
13	2015	01	808.66	61.0	121.0
13	2015	02	554.73	47.0	80.0
13	2015	03	896.55	68.0	122.0
13	2015	04	915.3	77.0	126.0
13	2015	05	986.02	80.0	135.0
13	2015	06	804.12	62.0	107.0
13	2015	07	1146.81	73.0	127.0
13	2015	08	798.71	61.0	104.0
13	2015	09	669.51	51.0	102.0
13	2015	10	617.3	50.0	86.0
13	2015	11	648.61	47.0	77.0
13	2015	12	755.22	50.0	82.0
13	2016	01	617.12	50.0	75.0
13	2016	02	745.23	52.0	101.0
13	2016	03	605.47	51.0	78.0
13	2016	04	761.55	54.0	87.0
13	2016	05	906.96	68.0	121.0
13	2016	06	553.54	50.0	84.0
13	2016	07	623.52	54.0	97.0
13	2016	08	648.48	48.0	94.0
13	2016	09	586.66	38.0	88.0
14	2010	01	83.75	17.0	19.0
14	2010	02	69.8	15.0	23.0
14	2010	03	98.25	20.0	32.0
14	2010	04	120.26	23.0	35.0
14	2010	05	79.32	16.0	17.0
14	2010	06	36.92	9.0	10.0
14	2010	07	127.28	20.0	38.0
14	2010	08	90.35	15.0	16.0
14	2010	09	63.34	13.0	19.0
14	2010	10	70.87	12.0	14.0
14	2010	11	66.85	15.0	17.0
14	2010	12	27.43	7.0	8.0
14	2011	01	26.92	7.0	8.0
14	2011	02	36.92	7.0	8.0
14	2011	03	47.39	10.0	11.0
14	2011	04	44.4	9.0	10.0
14	2011	05	42.4	10.0	12.0
14	2011	06	93.49	16.0	21.0
14	2011	07	40.42	6.0	9.0
14	2011	08	97.81	18.0	19.0
14	2011	09	68.82	16.0	18.0
14	2011	10	19.93	6.0	7.0
14	2011	11	41.93	7.0	9.0
14	2011	12	98.82	17.0	19.0
14	2012	01	109.28	18.0	32.0
14	2012	02	56.36	12.0	15.0
14	2012	03	72.31	17.0	20.0
14	2012	04	112.27	19.0	24.0
14	2012	05	117.71	29.0	29.0
14	2012	06	136.69	28.0	31.0
14	2012	07	139.71	25.0	31.0
14	2012	08	152.91	31.0	39.0
14	2012	09	125.74	25.0	28.0
14	2012	10	105.27	22.0	29.0
14	2012	11	36.9	8.0	13.0
14	2012	12	55.37	12.0	15.0
14	2013	01	100.33	16.0	18.0
14	2013	02	122.26	20.0	26.0
14	2013	03	115.28	18.0	24.0
14	2013	04	103.32	17.0	23.0
14	2013	05	109.79	19.0	26.0
14	2013	06	101.8	16.0	19.0
14	2013	07	59.32	16.0	18.0
14	2013	08	100.26	21.0	26.0
14	2013	09	74.81	18.0	19.0
14	2013	10	54.37	14.0	15.0
14	2013	11	43.24	8.0	12.0
14	2013	12	63.89	11.0	17.0
14	2014	01	84.14	17.0	26.0
14	2014	02	52.59	12.0	17.0
14	2014	03	117.77	19.0	29.0
14	2014	04	63.88	11.0	14.0
14	2014	05	103.93	22.0	33.0
14	2014	06	72.79	16.0	21.0
14	2014	07	125.72	17.0	36.0
14	2014	08	63.86	12.0	17.0
14	2014	09	85.79	13.0	23.0
14	2014	10	44.38	10.0	15.0
14	2014	11	11.96	4.0	4.0
14	2014	12	66.31	12.0	24.0
14	2015	01	87.32	13.0	19.0
14	2015	02	59.91	13.0	17.0
14	2015	03	88.9	21.0	31.0
14	2015	04	129.79	36.0	52.0
14	2015	05	212.0	39.0	56.0
14	2015	06	115.85	26.0	29.0
14	2015	07	123.32	32.0	38.0
14	2015	08	142.8	26.0	35.0
14	2015	09	180.53	31.0	44.0
14	2015	10	87.83	16.0	22.0
14	2015	11	132.45	30.0	41.0
14	2015	12	95.76	20.0	27.0
14	2016	01	39.9	9.0	15.0
14	2016	02	75.03	20.0	24.0
14	2016	03	80.74	21.0	30.0
14	2016	04	120.18	28.0	33.0
14	2016	05	131.27	27.0	30.0
14	2016	06	112.97	25.0	29.0
14	2016	07	197.08	39.0	46.0
14	2016	08	116.14	30.0	39.0
14	2016	09	108.26	24.0	32.0
16	2010	01	175.08	20.0	23.0
16	2010	02	130.15	13.0	15.0
16	2010	03	137.69	15.0	16.0
16	2010	04	87.83	14.0	16.0
16	2010	05	160.88	14.0	16.0
16	2010	06	179.57	21.0	25.0
16	2010	07	161.97	18.0	19.0
16	2010	08	224.12	20.0	21.0
16	2010	09	140.24	15.0	16.0
16	2010	10	130.86	16.0	22.0
16	2010	11	167.68	19.0	27.0
16	2010	12	188.84	19.0	25.0
16	2011	01	339.44	26.0	36.0
16	2011	02	156.2	18.0	23.0
16	2011	03	146.42	19.0	23.0
16	2011	04	142.41	16.0	23.0
16	2011	05	200.07	21.0	26.0
16	2011	06	223.83	20.0	31.0
16	2011	07	215.56	21.0	26.0
16	2011	08	243.78	25.0	36.0
16	2011	09	231.02	22.0	32.0
16	2011	10	187.62	20.0	29.0
16	2011	11	135.36	15.0	16.0
16	2011	12	198.82	17.0	20.0
16	2012	01	157.58	17.0	19.0
16	2012	02	192.83	21.0	27.0
16	2012	03	270.58	24.0	32.0
16	2012	04	150.97	17.0	19.0
16	2012	05	160.46	17.0	20.0
16	2012	06	164.39	19.0	24.0
16	2012	07	169.66	19.0	23.0
16	2012	08	169.49	24.0	27.0
16	2012	09	229.91	26.0	32.0
16	2012	10	254.62	25.0	27.0
16	2012	11	86.07	14.0	15.0
16	2012	12	238.81	19.0	26.0
16	2013	01	155.11	19.0	24.0
16	2013	02	126.08	10.0	19.0
16	2013	03	245.41	31.0	40.0
16	2013	04	234.13	25.0	39.0
16	2013	05	196.29	16.0	17.0
16	2013	06	154.84	17.0	25.0
16	2013	07	180.45	18.0	25.0
16	2013	08	205.91	24.0	26.0
16	2013	09	174.22	17.0	22.0
16	2013	10	154.59	20.0	26.0
16	2013	11	167.41	13.0	19.0
16	2013	12	279.16	21.0	30.0
16	2014	01	206.6	24.0	31.0
16	2014	02	183.89	16.0	22.0
16	2014	03	213.51	24.0	32.0
16	2014	04	210.27	23.0	26.0
16	2014	05	243.42	20.0	24.0
16	2014	06	101.87	13.0	15.0
16	2014	07	238.31	23.0	27.0
16	2014	08	106.04	14.0	14.0
16	2014	09	69.13	8.0	8.0
16	2014	10	162.93	19.0	24.0
16	2014	11	128.53	15.0	15.0
16	2014	12	170.97	16.0	21.0
16	2015	01	172.48	16.0	24.0
16	2015	02	135.78	16.0	20.0
16	2015	03	254.43	23.0	30.0
16	2015	04	179.77	19.0	24.0
16	2015	05	177.09	16.0	21.0
16	2015	06	155.74	17.0	20.0
16	2015	07	254.77	31.0	34.0
16	2015	08	142.03	13.0	16.0
16	2015	09	87.96	9.0	11.0
16	2015	10	151.94	14.0	19.0
16	2015	11	93.25	13.0	15.0
16	2015	12	260.09	25.0	32.0
16	2016	01	169.4	20.0	23.0
16	2016	02	186.3	21.0	25.0
16	2016	03	218.34	19.0	22.0
16	2016	04	112.51	16.0	17.0
16	2016	05	234.46	27.0	39.0
16	2016	06	151.89	17.0	20.0
16	2016	07	192.79	20.0	33.0
16	2016	08	162.0	18.0	27.0
16	2016	09	124.45	13.0	17.0
17	2010	01	173.5	51.0	61.0
17	2010	02	136.74	37.0	45.0
17	2010	03	111.44	33.0	36.0
17	2010	04	121.45	32.0	42.0
17	2010	05	127.34	38.0	43.0
17	2010	06	99.55	32.0	32.0
17	2010	07	140.6	37.0	47.0
17	2010	08	164.85	49.0	57.0
17	2010	09	173.91	51.0	67.0
17	2010	10	131.41	44.0	53.0
17	2010	11	176.21	58.0	66.0
17	2010	12	157.91	48.0	58.0
17	2011	01	174.69	52.0	61.0
17	2011	02	101.1	39.0	38.0
17	2011	03	143.75	48.0	53.0
17	2011	04	126.46	37.0	45.0
17	2011	05	116.49	37.0	40.0
17	2011	06	111.11	35.0	38.0
17	2011	07	147.26	43.0	52.0
17	2011	08	165.98	51.0	59.0
17	2011	09	231.66	60.0	76.0
17	2011	10	173.2	50.0	60.0
17	2011	11	174.91	50.0	59.0
17	2011	12	199.0	57.0	64.0
17	2012	01	166.46	49.0	59.0
17	2012	02	192.31	51.0	66.0
17	2012	03	229.15	63.0	77.0
17	2012	04	183.84	53.0	61.0
17	2012	05	191.49	54.0	71.0
17	2012	06	199.72	56.0	69.0
17	2012	07	188.52	59.0	73.0
17	2012	08	163.71	55.0	63.0
17	2012	09	121.83	40.0	45.0
17	2012	10	124.85	40.0	48.0
17	2012	11	161.11	49.0	53.0
17	2012	12	175.77	48.0	55.0
17	2013	01	127.24	44.0	45.0
17	2013	02	88.81	29.0	32.0
17	2013	03	100.04	34.0	41.0
17	2013	04	81.12	30.0	37.0
17	2013	05	109.27	33.0	39.0
17	2013	06	95.71	30.0	34.0
17	2013	07	132.63	38.0	45.0
17	2013	08	119.15	42.0	47.0
17	2013	09	94.02	35.0	37.0
17	2013	10	132.11	42.0	47.0
17	2013	11	86.86	20.0	23.0
17	2013	12	111.14	35.0	37.0
17	2014	01	59.25	21.0	24.0
17	2014	02	109.71	30.0	39.0
17	2014	03	117.59	30.0	31.0
17	2014	04	71.15	19.0	25.0
17	2014	05	118.82	38.0	45.0
17	2014	06	48.21	17.0	20.0
17	2014	07	96.55	34.0	39.0
17	2014	08	89.42	25.0	27.0
17	2014	09	98.64	26.0	35.0
17	2014	10	86.53	32.0	33.0
17	2014	11	103.5	30.0	35.0
17	2014	12	78.93	22.0	25.0
17	2015	01	16.44	5.0	6.0
18	2010	01	84.87	8.0	13.0
18	2010	02	66.9	5.0	10.0
18	2010	03	29.76	4.0	4.0
18	2010	04	73.77	8.0	10.0
18	2010	05	118.75	12.0	15.0
18	2010	06	29.97	2.0	3.0
18	2010	07	4.99	1.0	1.0
18	2010	08	51.93	5.0	7.0
18	2010	09	51.69	4.0	10.0
18	2010	10	25.97	3.0	3.0
18	2010	11	64.93	6.0	7.0
18	2010	12	34.95	1.0	1.0
18	2011	01	19.97	3.0	3.0
18	2011	02	46.29	5.0	11.0
18	2011	03	50.31	6.0	9.0
18	2011	04	55.39	8.0	10.0
18	2011	05	67.59	9.0	11.0
18	2011	06	49.4	5.0	5.0
18	2011	08	21.96	3.0	3.0
18	2011	09	12.97	3.0	2.0
18	2011	10	29.97	3.0	3.0
18	2011	11	66.93	7.0	7.0
18	2011	12	50.95	5.0	5.0
18	2012	01	30.97	2.0	3.0
18	2012	02	39.53	6.0	7.0
18	2012	03	46.93	5.0	10.0
18	2012	04	93.54	9.0	23.0
18	2012	05	85.85	14.0	21.0
18	2012	06	35.95	4.0	5.0
18	2012	07	10.98	1.0	2.0
18	2012	08	44.93	5.0	6.0
18	2012	09	13.97	3.0	3.0
18	2012	10	25.95	3.0	3.0
18	2012	11	62.94	6.0	6.0
18	2012	12	9.99	1.0	1.0
18	2013	01	35.96	4.0	4.0
18	2013	02	39.96	5.0	5.0
18	2013	03	75.04	8.0	16.0
18	2013	04	16.74	1.0	6.0
18	2013	05	102.69	11.0	15.0
18	2013	06	70.71	5.0	7.0
18	2013	07	26.05	5.0	5.0
18	2013	08	13.99	2.0	1.0
18	2013	09	33.97	5.0	7.0
18	2013	10	25.14	3.0	6.0
18	2013	11	60.95	4.0	4.0
18	2013	12	58.94	4.0	8.0
18	2014	01	37.96	4.0	4.0
18	2014	02	23.97	3.0	3.0
18	2014	03	9.56	3.0	3.0
18	2014	04	111.35	9.0	17.0
18	2014	05	161.55	9.0	24.0
18	2014	06	78.37	6.0	12.0
18	2014	07	6.07	2.0	2.0
18	2014	08	13.98	2.0	2.0
18	2014	09	17.99	2.0	1.0
18	2014	10	23.98	2.0	2.0
18	2014	11	54.97	3.0	3.0
18	2014	12	26.97	3.0	3.0
18	2015	01	46.95	4.0	5.0
18	2015	02	39.55	4.0	5.0
18	2015	03	30.94	6.0	6.0
18	2015	04	90.84	9.0	19.0
18	2015	05	311.94	16.0	29.0
18	2015	06	70.42	4.0	7.0
18	2015	07	47.96	4.0	4.0
18	2015	08	57.95	4.0	4.0
18	2015	09	62.89	6.0	12.0
18	2015	11	32.97	3.0	3.0
18	2015	12	11.98	2.0	2.0
18	2016	01	9.99	1.0	1.0
18	2016	02	38.34	4.0	6.0
18	2016	03	145.21	9.0	19.0
18	2016	04	93.43	10.0	18.0
18	2016	05	35.96	2.0	4.0
18	2016	06	41.14	3.0	6.0
18	2016	07	25.97	3.0	7.0
18	2016	08	4.95	1.0	1.0
18	2016	09	22.95	2.0	5.0
22	2015	03	7.0	1.0	1.0
22	2015	05	4.0	1.0	1.0
22	2015	07	7.0	1.0	1.0
22	2015	08	7.0	1.0	1.0
22	2015	09	16.0	3.0	3.0
22	2015	10	5.0	1.0	1.0
22	2016	03	10.0	1.0	2.0
22	2016	04	5.0	1.0	1.0
22	2016	05	12.0	1.0	2.0
22	2016	06	11.0	2.0	2.0
22	2016	08	6.0	1.0	1.0
