student	state	district_num	formatted_dist_num	abbrev	district	candidate	party	website	twitter handle	incumbent	age	gender	marital_status	white_non_hispanic	hispanic	black	partisian_lean_pvi	opposed	pct_urban	income	region
alex	Hawaii	1	01	HI	HI01	Zachary Burd 	Green	https://www.zachburdlaw.com/	burd_zach	No		Male	Single	T	F	F	D+17	Yes	99.27	65,602	W
alex	Hawaii	1	01	HI	HI01	Ed Case 	Democratic	https://www.edcase.com/	EdCaseHawaii	No		Male	Married	T	F	F	D+17	Yes	99.27	65602	W
alex	Hawaii	1	01	HI	HI01	Campbell Cavasso 	Republican	https://www.cam4congress.com/	camcavasso	No		Male	Married	T	F	F	D+17	Yes	99.27	65602	W
alex	Hawaii	1	01	HI	HI01	Michelle Tippens 	Libertarian	https://www.michelleindahouse.com/	michelletippens	No		Female	Married	T	F	F	D+17	Yes	99.27	65602	W
alex	Illinois	12	12	IL	IL12	Randall Auxier 	Green	https://randyforcongress.org/	Randy4SoIL	No		Male	Married	T	F	F	R+5	Yes	75.4	42181	MW
alex	Illinois	12	12	IL	IL12	Mike Bost 	Republican	https://bost.house.gov/	RepBost	Yes	57	Male	Married	T	F	F	R+5	Yes	75.4	42181	MW
alex	Illinois	12	12	IL	IL12	Brendan Kelly 	Democratic	https://brendan4southernil.com/	Kelly4SouthrnIL	No	41	Male	Married	T	F	F	R+5	Yes	75.4	42181	MW
alex	Illinois	16	16	IL	IL16	Sara Dady 	Democratic	https://www.saradadyforcongress.com/	Sara4Congress	No		Female	Married	T	F	F	R+8	Yes	71	52,101	MW
alex	Illinois	16	16	IL	IL16	Adam Kinzinger 	Republican	https://kinzinger.house.gov/	RepKinzinger	Yes	40	Male	Married	T	F	F	R+8	Yes	71	52101	MW
alex	Iowa	3	03	IA	IA03	Cindy Axne 	Democratic	https://cindyaxneforcongress.com/	Axne4Congress	No		Female	Married	T	F	F	R+18	Yes	73.07	43176	MW
alex	Iowa	3	03	IA	IA03	Mark G Elworth, Jr 	Legal Medical Now	markjr4gov.com	markjr4gov	No		Male	Married	T	F	F	R+18	Yes	73.07	43176	MW
alex	Iowa	3	03	IA	IA03	Bryan Jack Holder 	Libertarian	http://www.holderforiowa.com/		No		Male	Single	T	F	F	R+18	Yes	73.07	43176	MW
alex	Iowa	3	03	IA	IA03	Paul Knupp 	Green	https://knuppforcongress.org/	dr_paul_knupp	No		Male	Single	T	F	F	R+18	Yes	73.07	43176	MW
alex	Iowa	3	03	IA	IA03	David Young 	Republican	https://davidyoung.house.gov/	RepDavidYoung	Yes	50	Male	Single	T	F	F	R+18	Yes	73.07	43176	MW
alex	Nebraska	3	03	NE	NE03	Adrian Smith 	Republican	https://adriansmith.house.gov/	RepAdrianSmith	Yes	47	Male	Married	T	F	F	R+27	Yes	46.21	33866	MW
alex	Nebraska	3	03	NE	NE03	Paul Theobald 	Democratic	https://www.theobaldforcongress.com/	Paul_Theobald_	No		Male	Married	T	F	F	R+27	Yes	46.21	33866	MW
alex	New Jersey	5	05	NJ	NJ05	Josh Gottheimer 	Democratic	https://josh4congress.com/	JoshGottheimer	Yes	43	Male	Married	T	F	F	R+8	Yes	82.83	72781	NE
alex	New Jersey	5	05	NJ	NJ05	John McCann 	Republican	https://www.mccannforcongress.com/	realJohnMccan	No		Male	Married	T	F	F	R+8	Yes	82.83	72781	NE
alex	New York	6	06	NY	NY06	Tom Hillgardner 	Green	http://www.tomhillgardnerforcongress.org/	Tom4CongressNY6	No	60	Male	Single	T	F	F	D+16	Yes		55043	NE
alex	New York	6	06	NY	NY06	Grace Meng 	Democratic	https://meng.house.gov/	RepGraceMeng	Yes	43	Female	Married	F	F	F	D+16	Yes		55043	NE
alex	New York	24	24	NY	NY24	Dana Balter 	Democratic	https://electdanabalter.com/	dana_balter	No		Female	Married	T	F	F	D+3	Yes		51724	NE
alex	New York	24	24	NY	NY24	Bill Bass 	Independent	https://www.billbassforcongress.com/	BillforNY24	No	34	Male	Married	T	F	F	D+3	Yes		51724	NE
alex	New York	24	24	NY	NY24	John Katko 	Republican	https://katko.house.gov/	RepJohnKatko	Yes	55	Male	Married	T	F	F	D+3	Yes		51724	NE
alex	North Carolina	8	08	NC	NC08	Richard Hudson 	Republican	https://hudson.house.gov/	RepRichHudson	Yes	46	Male	Married	T	F	F	R+8	Yes	71.28	38390	S
alex	North Carolina	8	08	NC	NC08	Frank McNeill 	Democratic	https://mcneill4congress.com/	Frank4NC	No		Male	Married	T	F	F	R+8	Yes	71.28	38390	S
anna	Arizona	8	08	AZ	AZ08	Debbie Lesko 	Republican	https://lesko.house.gov/	RepDLesko	Yes	59	F	Married	T	F	F	R+13	Yes	87.3	40656	W
anna	Arizona	8	08	AZ	AZ08	Hiral Tipirneni 	Democratic	http://hiralforcongress.com/	hiral4congress	No	51	F	Married	F	F	F	R+13	Yes	87.3	40656	W
anna	Arizona	9	09	AZ	AZ09	Steve Ferrara 	Republican	https://ferraraforcongress.com/	steveferraramd	No	49	M	Married	T	F	F	D+4	Yes		56598	W
anna	Arizona	9	09	AZ	AZ09	Greg Stanton 	Democratic	http://stantonforarizona.com/	MayorStanton	No	48	M	Married	T	F	F	D+4	Yes		56598	W
anna	Arkansas	2	02	AR	AR02	French Hill 	Republican	http://hill.house.gov/	RepFrenchHill	Yes	61	M	Married	T	F	F	R+7	Yes	66.2	37221	S
anna	Arkansas	2	02	AR	AR02	Joe Ryne Swafford 	Libertarian	http://www.joeswafford4congress.com/	joeswaff4cong	No		M		T	F	F	R+7	Yes	66.2	37221	S
anna	Arkansas	2	02	AR	AR02	Clarke Tucker 	Democratic	https://www.clarketucker.com/	clarketucker	No	37	M	Married	T	F	F	R+7	Yes	66.2	37221	S
anna	California	30	30	CA	CA30	Mark Reed 	Republican	http://www.markreedforcongress.com/	MarkReed2014	No	61	M	Married	T	F	F	D+18	Yes		88314	W
anna	California	30	30	CA	CA30	Brad Sherman 	Democratic	https://sherman.house.gov/	BradSherman	Yes	63	M	Married	T	F	F	D+18	Yes		88314	W
anna	California	31	31	CA	CA31	Pete Aguilar 	Democratic	https://aguilar.house.gov/	RepPeteAgular	Yes	39	M	Married	F	T	F	D+8	Yes		50882	W
anna	California	31	31	CA	CA31	Sean Flynn 	Republican	https://seanflynnforcongress.com/	SeanFlynnCA	No	45	M		F	F	F	D+8	Yes		50882	W
anna	California	47	47	CA	CA47	John Briscoe 	Republican	https://johnbriscoe.us/	johnfbriscoe	No		M	Married	T	F	F	D+13	Yes		55590	W
anna	California	47	47	CA	CA47	Alan Lowenthal 	Democratic	http://lowenthal.house.gov/	RepLowenthal	Yes	77	M	Married	T	F	F	D+13	Yes		55590	W
anna	California	52	52	CA	CA52	Scott Peters 	Democratic	https://scottpeters.house.gov/	RepScottPeters	Yes	60	M	Married	T	F	F	D+6	Yes		82286	W
anna	California	52	52	CA	CA52	Omar Qudrat 	Republican	https://www.electomar.com/	omarqudrat1	No		M	Single	F	F	F	D+6	Yes		82286	W
anna	Florida	21	21	FL	FL21	Lois Frankel 	Democratic	https://frankel.house.gov/	RepLoisFrankel	Yes	70	F	Divorced	F	T	F	D+9	No	99.44	51757	S
anna	Florida	24	24	FL	FL24	Frederica Wilson 	Democratic	https://wilson.house.gov/	RepWilson	Yes	75	F	Divorced	F	F	T	D+34	No	100	38016	S
anna	Georgia	13	13	GA	GA13	David Callahan 	Republican	https://www.callahan4ga.com/	DavidCa46446866	No	67	M	Divorced	T	F	F	D+20	Yes	93.83	47004	S
anna	Georgia	13	13	GA	GA13	Martin Cowen 	Libertarian	http://www.cowenforcongress.com/?p=8	mlcowen	No		M		T	F	F	D+20	Yes	93.83	47004	S
anna	Georgia	13	13	GA	GA13	David Scott 	Democratic	https://davidscott.house.gov/	RepDavidScott	Yes	73	M	Married	F	F	T	D+20	Yes	93.83	47004	S
anna	Idaho	2	02	ID	ID02	Mike Simpson 	Republican	https://simpson.house.gov/	CongMikeSimpson	Yes	68	M	Married	T	F	F	R+17	Yes	67.03	46943	W
anna	Idaho	2	02	ID	ID02	Aaron Swisher 	Democratic	https://swisherforidaho.com/	SwisherforIdaho	No		M	Married	T	F	F	R+17	Yes	67.03	46943	W
anna	Illinois	15	15	IL	IL15	Kevin Gaither 	Democratic	https://gaither4il.com/	Gaither4IL	No		M	Single	T	F	F	R+21	Yes	48.6	45122	MW
anna	Illinois	15	15	IL	IL15	John Shimkus 	Republican	https://johnshimkus.com/	RepShimkus	Yes	60	M	Married	T	F	F	R+21	Yes	48.6	45122	MW
anna	Indiana	4	04	IN	IN04	Jim Baird 	Republican	http://www.electjimbaird.com/	ElectJimBaird	No	72	M	Married	T	F	F	R+17	Yes	68.17	45947	MW
anna	Indiana	4	04	IN	IN04	Tobi Beck 	Democratic	http://www.beck4indiana.org/	beckforindiana	No		F	Married	T	F	F	R+17	Yes	68.17	45947	MW
anna	Indiana	9	09	IN	IN09	Trey Hollingsworth 	Republican	https://hollingsworth.house.gov/	RepTrey	Yes	35	M	Married	T	F	F	R+13	Yes		48522	MW
anna	Indiana	9	09	IN	IN09	Liz Watson 	Democratic	https://lizforindiana.com/	LizForIndiana	No	42	F	Married	T	F	F	R+13	Yes		48522	MW
anna	Kansas	2	02	KS	KS02	Paul Davis 	Democratic	https://www.davisforkansas.com/	PaulDavisKS	No	46	M	Married	T	F	F	R+10	Yes	59.73	50087	MW
anna	Kansas	2	02	KS	KS02	Kelly Standley 	Libertarian	https://www.facebook.com/standley4congress/	kestand	No		M		T	F	F	R+10	Yes	59.73	50087	MW
anna	Kansas	2	02	KS	KS02	Steve Watkins 	Republican	https://steveforkansas.com/	Steve4Kansas	No		M		T	F	F	R+10	Yes	59.73	50087	MW
anna	Kentucky	4	04	KY	KY04	David Goodwin 	Independent	https://www.voteforgood.win/	ky4goodwin	No		M	Married	T	F	F	R+18	Yes	68.2	60912	S
anna	Kentucky	4	04	KY	KY04	Seth Hall 	Democratic	https://www.sethhallcongress.com/	HallCongress	No		M		T	F	F	R+18	Yes	68.2	60912	S
anna	Kentucky	4	04	KY	KY04	Thomas Massie 	Republican	https://massie.house.gov/	RepThomasMassie	Yes	47	M	Married	T	F	F	R+18	Yes	68.2	60912	S
anna	Kentucky	5	05	KY	KY05	Hal Rogers 	Republican	https://halrogers.house.gov/	RepHalRogers	Yes	80	M	Married	T	F	F	R+31	Yes	23.52	30585	S
anna	Kentucky	5	05	KY	KY05	Kenneth Stepp 	Democratic	http://steppforcongress.blogspot.com/	ppetsnek	No	71	M	Married	T	F	F	R+31	Yes	23.52	30585	S
anna	Louisiana	3	03	LA	LA03	Rob Anderson 	Democratic	https://www.robjonanderson.com/	RobAnderson2018	No		M	Married	T	F	F	R+20	Yes	73.4	44668	S
anna	Louisiana	3	03	LA	LA03	Aaron Andrus 	Libertarian	http://www.andrus4congress.com/	aaron4liberty	No	45	M	Married	T	F	F	R+20	Yes	73.4	44668	S
anna	Louisiana	3	03	LA	LA03	Josh Guillory 	Republican	http://www.votejosh2018.com/	votejosh2018	No		M	Married	T	F	F	R+20	Yes	73.4	44668	S
anna	Louisiana	3	03	LA	LA03	Clay Higgins 	Republican	https://clayhiggins.house.gov/	RepClayHiggins	Yes	57	M	Married	T	F	F	R+20	Yes	73.4	44668	S
anna	Louisiana	3	03	LA	LA03	Mimi Methvin 	Democratic	https://votemimi.org/	VoteMimi	No		F		T	F	F	R+20	Yes	73.4	44668	S
anna	Louisiana	3	03	LA	LA03	Larry Rader 	Democratic	https://www.larryraderforcongress.com/	votelarryrader	No		M		F	F	T	R+20	Yes	73.4	44668	S
anna	Louisiana	3	03	LA	LA03	Verone Thomas 	Democratic	http://www.thomasishonest.com/	Verone4Congress	No		M		F	F	T	R+20	Yes	73.4	44668	S
anna	Maryland	7	07	MD	MD07	Elijah Cummings 	Democratic	https://cummings.house.gov/	RepCummings	Yes	67	M	Married	F	F	T	D+26	Yes	95	38885	S
anna	Maryland	7	07	MD	MD07	Richmond Davis 	Republican	https://www.davisforcongress2018.com/	Davis4Maryland	No		M	Married	T	F	F	D+26	Yes	95	38885	S
anna	Maryland	7	07	MD	MD07	Swami Swaminathan 	Independent	http://swamiforcongress.com/		No		M	Married	F	F	F	D+26	Yes	95	38885	S
anna	Michigan	1	01	MI	MI01	Jack Bergman 	Republican	https://bergman.house.gov/	RepJackBergman	Yes	71	M	Married	T	F	F	R+9	Yes	36.58	46927	MW
anna	Michigan	1	01	MI	MI01	Matt Morgan 	Democratic	https://mattmorganformichigan.com/	MorganforMI	No		M	Married	T	F	F	R+9	Yes	36.58	46927	MW
anna	Michigan	13	13	MI	MI13	Rashida Tlaib 	Democratic	https://www.rashidaforcongress.com/	RashidaTlaib	No	42	F	Divorced	F	F	F	D+32	No	100	29863	MW
anna	Minnesota	8	08	MN	MN08	Joe Radinovich 	Democratic	https://www.joeradinovich.com/	joeradinovich	Yes	32	M		T	F	F	R+4	Yes	38.47	53676	MW
anna	Minnesota	8	08	MN	MN08	Ray "Skip" Sandman 	Independence	https://skipsandman.com/	Vote4Sandman	No		M		F	F	F	R+4	Yes	38.47	53676	MW
anna	Minnesota	8	08	MN	MN08	Pete Stauber 	Republican	https://petestauberforcongress.com/	PeteStauber	No	52	M	Married	T	F	F	R+4	Yes	38.47	53676	MW
anna	Mississippi	2	02	MS	MS02	Troy Ray 	Independent	https://icanrebuildamerica.com/p/vote	repTroyRay	No		M					D+14	Yes	62.67	26894	S
anna	Mississippi	2	02	MS	MS02	Bennie Thompson 	Democratic	https://benniethompson.house.gov/	BennieGThompson	Yes	70	M	Married	F	F	T	D+14	Yes	62.67	26894	S
anna	Missouri	1	01	MO	MO01	Lacy Clay 	Democratic	https://lacyclay.house.gov/	LacyClayMO1	Yes	62	M	Divorced	F	F	T	D+29	Yes	99.21	36314	MW
anna	Missouri	1	01	MO	MO01	Robb Cunningham 	Libertarian	https://www.facebook.com/RobbLibertarian/		No		M					D+29	Yes	99.21	36314	MW
anna	Missouri	1	01	MO	MO01	Robert Vroman 	Republican	https://www.facebook.com/VoteVroman/		No		M		T	F	F	D+29	Yes	99.21	36314	MW
anna	Nevada	2	02	NV	NV02	Mark Amodei 	Republican	https://amodei.house.gov/	MarkAmodeiNV2	Yes	60	M		T	F	F	R+7	Yes		51505	W
anna	Nevada	2	02	NV	NV02	Clint Koble 	Democratic	https://www.clintforcongress.com/	Clint4Congress	No		M		T	F	F	R+7	Yes		51505	W
anna	New Mexico	3	03	NM	NM03	Ben Ray Luján 	Democratic	https://lujan.house.gov/	repbenraylujan	Yes	46	M		F	T	F	D+8	Yes	62.7	35058	W
anna	New Mexico	3	03	NM	NM03	Christopher Manning 	Libertarian	https://chrismanningforcongress.nationbuilder.com/	Manning4USCong	No		M		T	F	F	D+8	Yes	62.7	35058	W
anna	New Mexico	3	03	NM	NM03	Jerald McFall 	Republican	https://www.mcfallforcongress.com/	jstevemcfall	No	53	M		T	F	F	D+8	Yes	62.7	35058	W
anna	North Carolina	4	04	NC	NC04	Barbara Howe 	Libertarian	http://barbarahowe.net/	barbarahowe	No		F		T	F	F	D+17	Yes		70587	S
anna	North Carolina	4	04	NC	NC04	David Price 	Democratic	https://price.house.gov/	RepDavidEPrice	Yes	78	M	Married	T	F	F	D+17	Yes		70587	S
anna	North Carolina	4	04	NC	NC04	Steve Von Loor 	Republican	http://steveavonloor.org/	steveavonloor	No	40	M	Married	F	T	F	D+17	Yes		70587	S
anna	North Carolina	5	05	NC	NC05	DD Adams 	Democratic	https://ddadamsforcongress.com/	DDAdamsCongress	No	64	F		F	F	T	R+10	Yes	58.99	39710	S
anna	North Carolina	5	05	NC	NC05	Virginia Foxx 	Republican	https://foxx.house.gov/	virginiafoxx	Yes	75	F	Married	T	F	F	R+10	Yes	58.99	39710	S
bobby	Alabama	2	02	AL	AL02	Tabitha Isner 	Democratic	https://tabithaisner.com/meet-tabitha/	TabithaK	No	37	F	Married	T	F	F	R+16	Yes	54.71	42035	S
bobby	Alabama	2	02	AL	AL02	Martha Roby 	Republican	https://roby.house.gov/	RepMarthaRoby	Yes	42	F	Married	T	F	F	R+16	Yes	54.71	42035	S
bobby	California	18	18	CA	CA18	Anna Eshoo 	Democratic	https://eshoo.house.gov/	RepAnnaEshoo	Yes	75	F	Single	T	F	F	D+23	Yes	22.9	125000	W
bobby	California	36	36	CA	CA36	Kimberlin Brown Pelzer	Republican	https://www.kimberlinforcongress.com/	KimberlinBrown	No	57	F	Married	T	F	F	D+2	Yes	4.2	46471	W
bobby	California	36	36	CA	CA36	Raul Ruiz 	Democratic	https://ruiz.house.gov/	CongressmanRuiz	Yes	46	M	Married	T	F	F	D+2	Yes	4.2	46471	W
bobby	California	53	53	CA	CA53	Susan Davis 	Democratic	https://susandavis.house.gov/	RepSusanDavis	yes	74	F	Married	T	F	F	D+14	Yes	88.9	61021	W
bobby	California	53	53	CA	CA53	Morgan Murtaugh 	Republican	http://morganmurtaugh.com/	MorganMurtaugh	No	25	F	Single	T	F	F	D+14	Yes	88.9	61021	W
bobby	Colorado	5	05	CO	CO05	Doug Lamborn 	Republican	https://lamborn.house.gov/	RepDLamborn	Yes	64	M	Married	T	F	F	R+14	Yes	86.44	53691	W
bobby	Colorado	5	05	CO	CO05	Stephany Rose Spaulding 	Democratic	https://www.stephanyroseforcongress.com/	StephanyForCo	No	40	F	Single	F	F	T	R+14	Yes	86.44	53691	W
bobby	Florida	4	04	FL	FL04	Joceline Berrios 	No Party Affiliation	https://berrios4congress.com/	berriojo1	No	56	F	Single	T	F	F	R+17	Yes	87.4	43947	S
bobby	Florida	4	04	FL	FL04	Jason Bulger 	No Party Afiliation	http://jasonbulgerforcongress.com/	jason_bulger	No	30	M	Married	T	F	F	R+17	Yes	87.4	43947	S
bobby	Florida	4	04	FL	FL04	John Rutherford 	Republican	https://rutherford.house.gov/	RepRutherforFl	Yes	66	M	Married	T	F	F	R+17	Yes	87.4	43947	S
bobby	Florida	4	04	FL	FL04	Ges Selmont 	Democratic	https://selmontforcongress.com/	vote4ges	No		M	Married	T	F	F	R+17	Yes	87.4	43947	S
bobby	Florida	16	16	FL	FL16	Vern Buchanan 	Republican	https://buchanan.house.gov/	VernBuchanan	Yes	67	M	Married	T	F	F	R+7	Yes	94.26	47827	S
bobby	Florida	16	16	FL	FL16	David Shapiro 	Democratic	https://voteshapiro2018.com/	Shapiro4FL16	No		M	Married	T	F	F	R+7	Yes	94.26	47827	S
bobby	Florida	22	22	FL	FL22	Ted Deutch 	Democratic	https://teddeutch.house.gov/	RepTedDeutch	Yes	52	M	Married	T	F	F	D+6	Yes	100	51200	S
bobby	Florida	22	22	FL	FL22	Nicolas Kimaz 	Republican	http://www.kimazforcongress.com/	NicolasKimazFL	No	55	M	Married	T	F	F	D+6	Yes	100	51200	S
bobby	Georgia	6	06	GA	GA06	Karen Handel 	Republican	https://handel.house.gov/	karenhandel	Yes	56	F	Married	T	F	F	R+8	Yes	99.77	49600	S
bobby	Georgia	6	06	GA	GA06	Lucy McBath 	Democratic	https://lucyforcongress.com/	lucywins2018	No	58	F	Married	F	F	T	R+8	Yes	99.77	49600	S
bobby	Georgia	6	06	GA	GA06	Jeremy "Carlton Heston" Stubbs 	Write-in	https://pseudonymphet.net/carlton/platform/	carltonHouseton	No		M	Single	T	F	F	R+8	Yes	99.77	49600	S
bobby	Georgia	11	11	GA	GA11	Flynn Broady 	Democratic	https://flynnbroady.com/	flynnbraodyjr	No	57	M	Married	F	F	T	R+17	Yes	96.1	55813	S
bobby	Georgia	11	11	GA	GA11	Barry Loudermilk 	Republican	https://loudermilk.house.gov/	RepLouderMilk	Yes	54	M	Single	T	F	F	R+17	Yes	96.1	55813	S
bobby	Hawaii	2	02	HI	HI02	Brian Evans 	Republican	https://www.brianevansforcongress.com/	becongress	No	48	M	Single	T	F	F	D+19	Yes	83.65	48686	W
bobby	Hawaii	2	02	HI	HI02	Tulsi Gabbard 	Democratic	https://gabbard.house.gov/	TulsiGabbard	Yes	37	F	Married	T	F	F	D+19	Yes	83.65	48686	W
bobby	Illinois	5	05	IL	IL05	Tom Hanson 	Republican	https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=181567		No	64	M	Married	T	F	F	D+20	Yes	100	62632	MW
bobby	Illinois	5	05	IL	IL05	Mike Quigley 	Democratic	https://quigley.house.gov/	repMikeQuigley	Yes	59	M	Married	T	F	F	D+20	Yes	100	62632	MW
bobby	Illinois	10	10	IL	IL10	Douglas Bennett 	Republican	https://www.il10.org/	DougRBennett	No											MW
bobby	Illinois	10	10	IL	IL10	Brad Schneider 	Democratic	https://schneider.house.gov/	RepSchneider	Yes	57	M	Married	T	F	F	D+10	Yes	99.7	65864	MW
bobby	Illinois	17	17	IL	IL17	Cheri Bustos 	Democratic	https://bustos.house.gov/	RepCheri	Yes	56	F	Married	T	F	F	D+3	Yes	73.3	41194	MW
bobby	Illinois	17	17	IL	IL17	Bill Fawell 	Republican	https://www.electfawell.com/	WmFawell	No		M	Single	T	F	F	D+3	Yes	73.3	41194	MW
bobby	Kansas	1	01	KS	KS01	Alan LaPolice 	Democratic	https://alanlapolice.com/	AlanLaPolice	No	46	M	Married	T	F	F	R+24	Yes		45540	MW
bobby	Kansas	1	01	KS	KS01	Roger Marshall 	Republican	https://marshall.house.gov/	RogerMarshallMD	Yes	58	M	Married	T	F	F	R+24	Yes		45540	MW
bobby	Louisiana	6	06	LA	LA06	Justin DeWitt 	Democratic	https://www.dewittforcongress.com/	Dewitt4Congress	No		M	Single	T	F	F	R+19	Yes	78.12	59270	S
bobby	Louisiana	6	06	LA	LA06	Garret Graves 	Republican	https://garretgraves.house.gov/	RepGarretGraves	Yes	46	M	Married	T	F	F	R+19	Yes	78.12	59270	S
bobby	Louisiana	6	06	LA	LA06	Andie Saizan 	Democratic	https://www.voteandie.com/	andisaizan	No		F	Married	T	F	F	R+19	Yes	78.12	59270	S
bobby	Maryland	3	03	MD	MD03	David Lashar 	Libertarian	https://lashar2018.us/profile/	DLashar	No	55	M	Married	T	F	F	D+13	Yes	98.4	52906	S
bobby	Maryland	3	03	MD	MD03	John Sarbanes 	Democratic	https://sarbanes.house.gov/	RepSarbanes	Yes	56	M	Married	T	F	F	D+13	Yes	98.4	52906	S
bobby	Massachusetts	6	06	MA	MA06	Seth Moulton 	Democratic	https://moulton.house.gov/	sethmoulton	Yes	39	M	Married	T	F	F	D+6	Yes	63.15	76942	NE
bobby	Massachusetts	6	06	MA	MA06	Joseph Schneider 	Republican	https://joeschneiderforcongress.com/	JoeSchneiderMA	No		M	Single	T	F	F	D+6	Yes	63.15	76942	NE
bobby	Michigan	11	11	MI	MI11	Lena Epstein 	Republican	https://lenaforcongress.com/	LenaEpstein	No	36	F	Single	T	F	F	R+4	Yes		69397	MW
bobby	Michigan	11	11	MI	MI11	Cooper Nye 	Independent	https://coopforcongress.com/	Coop4Congress	No		M	Single	T	F	F	R+4	Yes		69397	MW
bobby	Michigan	11	11	MI	MI11	Leonard Schwartz 	Libertarian	http://www.leonardschwartz.us/	LenSchwartz3	No		M	Single	T	F	F	R+4	Yes		69397	MW
bobby	Michigan	11	11	MI	MI11	Haley Stevens 	Democratic	https://haleystevensforcongress.com/	HaleyLive	No		F	Single	T	F	F	R+4	Yes		69397	MW
bobby	Michigan	14	14	MI	MI14	Brenda Lawrence 	Democratic	https://lawrence.house.gov/	RepLawrence	Yes	63	F	Married	F	F	T	D+30	Yes			MW
bobby	Missouri	2	02	MO	MO02	David Justus Arnold 	Green	https://electdavidarnold.weebly.com/		No	60	M	Single	T	F	F	R+8	Yes	69.6		MW
bobby	Missouri	2	02	MO	MO02	Cort VanOstran 	Democratic	https://cortforcongress.com/	cortvo	No		M	Single	T	F	F	R+8	Yes	69.6		MW
bobby	Missouri	2	02	MO	MO02	Ann Wagner 	Republican	https://wagner.house.gov/	RepAnnWagner	Yes	56	F	Married	T	F	F	R+8	Yes	69.6		MW
bobby	New Jersey	3	03	NJ	NJ03	Andy Kim 	Democratic	https://andykimforcongress.com/	AnyKimNJ	No		M	Married	F	F	F	R+2	Yes	96.17		NE
bobby	New Jersey	3	03	NJ	NJ03	Tom MacArthur 	Republican	https://macarthur.house.gov/	RepTomMacArthur	Yes	57	M	Single	F	F	F	R+2	Yes	96.17		NE
bobby	New Jersey	4	04	NJ	NJ04	Chris Smith 	Republican	https://chrissmith.house.gov/	RepChrisSmith	Yes	65	M	Married	T	F	F	R+8	Yes	93.08		NE
bobby	New Jersey	4	04	NJ	NJ04	Edward Stackhouse 	Independent	https://www.facebook.com/pages/category/Politician/Ed-The-Barber-For-Congress-2018-1528697377215756/		No		M	Married	T	F	F	R+8	Yes	93.08		NE
bobby	New Jersey	4	04	NJ	NJ04	Josh Welle 	Democratic	https://welleforcongress.com/	JoshuaWelle	No		M	Married	T	F	F	R+8	Yes	93.08		NE
bobby	New Jersey	12	12	NJ	NJ12	Daryl Kipnis 	Republican	http://kipnisforcongress.com/	kipnis4Congress	No	38	M	Married	T	F	F	D+16	Yes	93.17		NE
bobby	New Jersey	12	12	NJ	NJ12	Bonnie Watson Coleman 	Democratic	https://watsoncoleman.house.gov/	RepBonnie	Yes	73	F	Married	F	F	T	D+16	Yes	93.17		NE
bobby	New Mexico	2	02	NM	NM02	Yvette Herrell 	Republican	https://www.herrellforcongress.com/	Yvette4Congress	No		F	Single	T	F	F	R+6	Yes	70.82		W
bobby	New Mexico	2	02	NM	NM02	Xochitl Torres Small 	Democratic	https://www.xochforcongress.com/	xochforcongress	No		F	Single	F	T	F	R+6	Yes	70.82		W
bobby	New York	2	02	NY	NY02	Liuba Grechen Shirley 	Democratic	https://www.liubaforcongress.com/	liuba4congress	No											NE
bobby	New York	2	02	NY	NY02	Peter King 	Republican	https://peteking.house.gov/	RepPeterKind	Yes	74	M	Married	T	F	F	R+3	Yes			NE
bobby	New York	5	05	NY	NY05	Gregory Meeks 	Democratic	https://meeks.house.gov/	GregoryMeeks	Yes	65	M	Married	F	f	T	D+37	Yes			NE
bobby	New York	7	07	NY	NY07	Jeff Kurzon 	Reform	https://www.jeffkurzon.com/	JeffKurzon	No	42	M	Single	T	F	F	D+38	Yes	100		NE
bobby	New York	7	07	NY	NY07	Nydia Velázquez 	Democratic	https://velazquez.house.gov/	NydiaVelazquez	No	65	W	Married	F	T	F	D+38	Yes	100		NE
bobby	New York	26	26	NY	NY26	Brian Higgins 	Democratic	https://higgins.house.gov/	RepBrianHiggins	Yes	58	M	Married	T	F	F	D+11	Yes			NE
bobby	New York	26	26	NY	NY26	Renee Zeno 	Republican	https://zenoforcongressny.com/meet-renee-zeno		No		F	Single	T	F	F	D+11	Yes			NE
bobby	Ohio	9	09	OH	OH09	Marcy Kaptur 	Democratic	https://kaptur.house.gov/	RepMarcyKaptur	Yes	72	F	Single	T	F	F	D+14	Yes	86.02		MW
bobby	Ohio	9	09	OH	OH09	Steve Kraus 	Republican	https://www.bvp.com/team/stephen-kraus	stephenkrau	No	59	M	Single	T	F	F	D+14	Yes	86.02		MW
bobby	Oklahoma	2	02	OK	OK02	Richard Castaldo 	Libertarian	https://castaldoforcongress.info/	Cataldo2018	No	37	M	Married	T	F	F	R+24	Yes	35.51		S
bobby	Oklahoma	2	02	OK	OK02	John Foreman 	Independent	http://www.foreman4congress.com/	John4man	No	53	M	Single	T	F	F	R+24	Yes	35.51		S
bobby	Oklahoma	2	02	OK	OK02	Markwayne Mullin 	Republican	https://mullin.house.gov/	RepMullin	Yes	41	M	Married	T	F	F	R+24	Yes	35.51		S
bobby	Oklahoma	2	02	OK	OK02	Jason Nichols 	Democratic	https://www.nichols4congress.com/	jn4ush	No		M	Married	T	F	F	R+24	Yes	35.51		S
