student	state	district_num	formatted_dist_num	abbrev	district	candidate	party	website	twitter handle	incumbent	age	gender	marital_status	white_non_hispanic	hispanic	black	partisian_lean_pvi	opposed	pct_urban	income	region
thomas	New Jersey	9	09	NJ	NJ09	Bill Pascrell 	Democratic	https://pascrell.house.gov/	BillPascrell	Yes	81	M	Married	T	F	F	D+16	Yes	100	52437	NE
thomas	New Jersey	11	11	NJ	NJ11	Mikie Sherrill 	Democratic	https://mikiesherrill.com/	MikieSherrill	No	46	F	Married	T	F	F	R+3	Yes	93.49	79009	NE
thomas	New Jersey	11	11	NJ	NJ11	Jay Webber 	Republican	https://www.webberforcongress.com/splash_wfc?splash=1	JayWebberNJ	No	46	M	Married	T	F	F	R+3	Yes	93.49	79009	NE
thomas	New York	8	08	NY	NY08	Hakeem Jeffries 	Democratic	https://jeffries.house.gov/	RepJeffries	Yes	48	M	NA	F	F	T	D+36	Yes			NE
thomas	New York	10	10	NY	NY10	Naomi Levin 	Republican	https://naomiforcongress.com/	NaomiLevinNY	No		F	NA	T	F	F	D+26	Yes		70270	NE
thomas	New York	10	10	NY	NY10	Jerry Nadler 	Democratic	https://nadler.house.gov/	RepJerryNadler	Yes	71	M	Married	T	F	F	D+26	Yes		70270	NE
thomas	New York	18	18	NY	NY18	Sean Patrick Maloney	Democratic	https://seanmaloney.house.gov/	RepSeanMaloney	Yes	52	M	Married	T	F	F	R+1	Yes		71399	NE
thomas	New York	18	18	NY	NY18	James O'Donnell 	Republican	https://www.voteodonnell.com/	JamesODonnellNY	No		M	Married	T	F	F	R+1	Yes		71399	NE
thomas	North Carolina	12	12	NC	NC12	Alma Adams 	Democratic	https://adams.house.gov/	RepAdams	Yes	72	F	NA	F	F	T	D+18	Yes	98.93	35775	S
thomas	North Carolina	12	12	NC	NC12	Paul Wright 	Republican	http://wrightforuscongress.com/		No		M	Married	T	F	F	D+18	Yes	98.93	35775	S
thomas	Ohio	12	12	OH	OH12	Troy Balderson 	Republican	https://baldersonforcongress.com/	Troy_Balderson	Yes	56	M	NA	T	F	F	R+7	Yes		63046	MW
thomas	Ohio	12	12	OH	OH12	Danny O'Connor 	Democratic	https://dannyoconnorforcongress.com/	dannyoconnor1	No	31	M	NA	T	F	f	R+7	Yes		63046	MW
thomas	Ohio	13	13	OH	OH13	Chris DePizzo 	Republican	https://depizzoforcongress.com/	chrisdepizzo	No		M	Married	T	F	F	D+7	Yes		40429	MW
thomas	Ohio	13	13	OH	OH13	Tim Ryan 	Democratic	https://timryan.house.gov/	RepTimRyan	Yes	45	M	Married	T	F	F	D+7	Yes		40429	MW
thomas	Ohio	14	14	OH	OH14	David Joyce 	Republican	https://joyceforcongress.com/	RepDaveJoyce	Yes	61	M	Married	T	F	F	R+5	Yes	74.05	58451	MW
thomas	Ohio	14	14	OH	OH14	Betsy Rader 	Democratic	https://www.betsyraderforcongress.com/	BetsyRaderOH	No		F	Married	T	F	F	R+5	Yes	74.05	58451	MW
thomas	Oregon	2	02	OR	OR02	Jamie McLeod-Skinner 	Democratic	https://jamiefororegon.com/	JamieforOregon	No		F	Married	T	F	F	R+11	Yes		35,600	W
thomas	Oregon	2	02	OR	OR02	Greg Walden 	Republican	https://walden.house.gov/	repgregwalden	Yes	61	M	Married	T	F	F	R+11	Yes		35,600	W
thomas	South Carolina	2	02	SC	SC02	Sean Carrigan 	Democratic	http://www.carriganforcongress.com/	VoteCarrigan	No		M	Married	T	F	F	R+12	Yes		42912	S
thomas	South Carolina	2	02	SC	SC02	Sonny Narang 	American	http://www.sonny4congress.com/		No		M	Married	F	F	F	R+12	Yes		42912	S
thomas	South Carolina	2	02	SC	SC02	Joe Wilson 	Republican	https://joewilson.house.gov/	RepJoeWilson	Yes	71	M	Married	T	F	F	R+12	Yes		42912	S
thomas	Texas	11	11	TX	TX11	Mike Conaway 	Republican	https://conaway.house.gov/	ConawayTX11	Yes	70	M	Married	T	F	F	R+32	Yes	71.66	50602	S
thomas	Texas	11	11	TX	TX11	Jennie Lou Leeder 	Democratic	http://jennielouleeder.com/	JennieLouLeeder	No		F	NA	T	F	F	R+32	Yes	71.66	50602	S
thomas	Texas	12	12	TX	TX12	Vanessa Adia 	Democratic	https://www.vanessaadia.com/	VanessaAdiaTX12	No		F	Married	F	F	F	R+18	Yes	86.54	62214	S
thomas	Texas	12	12	TX	TX12	Kay Granger 	Republican	https://kaygranger.house.gov/	RepKayGranger	Yes	75	F	NA	T	F	F	R+18	Yes	86.54	62214	S
thomas	Texas	12	12	TX	TX12	Jacob Leddy 	Libertarian	https://www.readyforleddy.com/	readyforleddy	No		M	NA	T	T	T	R+18	Yes	86.54	62214	S
thomas	Texas	21	21	TX	TX21	Joseph Kopser 	Democratic	https://kopserforcongress.com/	JosephKopser	No		M	Married	T	F	F	R+10	Yes	78.15	68987	S
thomas	Texas	21	21	TX	TX21	Chip Roy 	Republican	https://chiproy.com/levin/	chiproytx	No		M	Married	T	F	F	R+10	Yes	78.15	68987	S
thomas	Texas	21	21	TX	TX21	Lee Santos 	Libertarian	https://www.hardcorelibertarian.com/	TxHopsfarmer	No		F	NA	T	F	F	R+10	Yes	78.15	68987	S
thomas	Texas	26	26	TX	TX26	Mark Boler 	Libertarian	https://www.markboler4congress.org/	markboler	No		M	Married	T	F	F	R+18	Yes	93.4	87272	S
thomas	Texas	26	26	TX	TX26	Michael Burgess 	Republican	https://burgess.house.gov/	michaelcburgess	Yes	67	M	Married	T	F	F	R+18	Yes	93.4	87272	S
thomas	Texas	26	26	TX	TX26	Linsey Fagan 	Democratic	https://www.linseyfagan.com/	LinseyFaganTX	No		F	NA	T	F	F	R+18	Yes	93.4	87272	S
thomas	Utah	1	01	UT	UT01	Rob Bishop 	Republican	https://robbishop.house.gov/	RepRobBishop	Yes	67	M	Married	T	F	F	R+26	Yes		56973	W
thomas	Utah	1	01	UT	UT01	Lee Castillo 	Democratic	https://utahisforeverybody.com/	Lee4USCongress	No		M	NA	F	F	F	R+26	Yes		56973	W
thomas	Utah	1	01	UT	UT01	Adam Davis 	Green	https://www.davisforutah.com/	davisforutah	No		M	NA	T	F	F	R+26	Yes		56973	W
thomas	Utah	1	01	UT	UT01	Eric Eliason 	United Utah	https://eliasonforcongress.com/	EliasonCongress	No	46	M	Married	T	F	F	R+26	Yes		56973	W
thomas	Virginia	1	01	VA	VA01	Vangie Williams 	Democratic	https://vangieforcongress.com/	Vangie4Congress	No		F	Married	F	F	T	R+8	Yes	69.54	81338	S
thomas	Virginia	1	01	VA	VA01	Rob Wittman 	Republican	https://wittman.house.gov/	RobWittman	Yes	59	M	Married	T	F	F	R+8	Yes	69.54	81338	S
thomas	Virginia	2	02	VA	VA02	Elaine Luria 	Democratic	https://elaineforcongress.com/	ElaineLuriaVA	No		F	Married	T	F	F	R+2	Yes	92.57	66953	S
thomas	Virginia	2	02	VA	VA02	Scott Taylor 	Republican	https://taylor.house.gov/	RepScottTaylor	Yes	39	M	NA	T	F	F	R+2	Yes	92.57	66953	S
thomas	Virginia	8	08	VA	VA08	Don Beyer 	Democratic	https://beyer.house.gov/	RepDonBeyer	Yes	68	M	Married	T	F	F	D+21	Yes	99.71	100719	S
thomas	Virginia	8	08	VA	VA08	Thomas Oh 	Republican	https://www.letuschangecongress.org/	OhForCongress	No		M	NA	F	F	F	D+21	Yes	99.71	100719	S
thomas	Virginia	11	11	VA	VA11	Gerry Connolly 	Democratic	https://connolly.house.gov/	GerryConnolly	Yes	68	M	Married	T	F	F	D+15	Yes	99.97	106554	S
thomas	Virginia	11	11	VA	VA11	Jeff Dove 	Republican	http://www.doveforcongress.com/	JefferyADoveJr	No	37	M	Married	F	F	T	D+15	Yes	99.97	106554	S
thomas	Virginia	11	11	VA	VA11	Stevan Porter 	Libertarian	http://www.porter4us.com/	Porter4Us	No	49	M	Married	T	F	F	D+15	Yes	99.97	106554	S
thomas	Washington	3	03	WA	WA03	Jaime Herrera Beutler	Republican	https://herrerabeutler.house.gov/	HerreraBeutler	Yes	39	F	Married	T	F	F	R+4	Yes		44426	W
thomas	Washington	3	03	WA	WA03	Carolyn Long 	Democratic	https://www.electlong.com/	ElectLong	No		F	Married	T	F	F	R+4	Yes		44426	W
thomas	Washington	7	07	WA	WA07	Pramila Jayapal 	Democratic	https://jayapal.house.gov/	RepJayapal	Yes	53	F	Married	F	F	F	D+33	Yes		61747	W
thomas	Washington	7	07	WA	WA07	Craig Keller 	Republican	http://www.keller4america.us/		No		M	Married	T	F	F	D+33	Yes		61747	W
thomas	Wisconsin	8	08	WI	WI08	Mike Gallagher 	Republican	http://www.mikeforwisconsin.com/	RepGallagher	Yes	34	M	NA	T	F	F	R+7	Yes	56.04	43274	MW
thomas	Wisconsin	8	08	WI	WI08	Beau Liegeois 	Democratic	https://beauforcongress.com/	beauforcongress	No		M	Married	T	F	F	R+7	Yes	56.04	43274	MW
tony	Arkansas	1	1	AR	AR01	Rick Crawford	Republican	https://www.meetrickcrawford.com/	RepRickCrawford	Yes	52	M					R+17	Yes	44.5	28,940	S
tony	California	28	28	CA	CA28	Johnny Nalbandian	Republican	http://votejohnny.us/	Johnny_Congress	No							D+23	Yes	99.86	65,849	W
will	Alabama	3	03	AL	AL03	Mallory Hagan 	Democratic	https://www.haganforhouse.com/	ItsMalloryHagan	F	29	F	Single	T	F	F	R + 16	T			S
will	Alabama	3	03	AL	AL03	Mike Rogers 	Republican	http://www.mikerogersforcongress.com/	MikeRogersCamp	T	60	M	Married	T	F	F	R + 16	T			S
will	Arizona	4	04	AZ	AZ04	David Brill 	Democratic	http://www.brillforcongress.com/	Brill4Congress	F		M	Married	T	F	F	R + 21	T		49,466	W
will	Arizona	4	04	AZ	AZ04	Paul Gosar 	Republican	http://drpaulgosar.com/	RepGosar	T	59	M	Married	T	F	F	R + 21	T		49,466	W
will	Arizona	4	04	AZ	AZ04	Haryaksha Gregor Knauer 	Green	http://www.newmenu.org/HGK	None	F	58	M		T	F	F	R + 21	T		49,466	W
will	California	1	01	CA	CA01	Audrey Denney 	Democratic	https://www.audreyforcongress.com/	audrey4congress	F	34	F		T	F	F	R +11	T			W
will	California	1	01	CA	CA01	Doug LaMalfa 	Republican	http://www.douglamalfa.com/	DougLaMalfa	T	58	M	Married	T	F	F	R +11	T			W
will	California	34	34	CA	CA34	Jimmy Gomez 	Democratic	http://www.jimmygomezforcongress.com/	jimmygomezca	T	43	M	Married	F	T	F	D+35	T			W
will	California	34	34	CA	CA34	Kenneth Mejia 	Green	http://kennethmejiaforcongress.nationbuilder.com/	25forcongress	F	27	M		F	T	F	D+35	T			W
will	California	43	43	CA	CA43	Omar Navarro 	Republican	http://www.omarnavarro.com/	RealOmarNavarro	F	29	M		F	T	F	D+29	T			W
will	California	43	43	CA	CA43	Maxine Waters 	Democratic	https://maxinewatersforcongress.com/	MaxineWaters	T	80	F	Married	F	F	T	D+29	T			W
will	Connecticut	5	05	CT	CT05	Jahana Hayes 	Democratic	https://www.jahanahayes.com/	JahanaHayesCT	F	45	F		F	F	T	D+2	T			NE
will	Connecticut	5	05	CT	CT05	Manny Santos 	Republican	https://www.santosforcongress.com/	Santos4Congress	F		M	Married	F	T	F	D+2	T			NE
will	Florida	3	03	FL	FL03	Yvonne Hayes Hinson 	Democratic	https://www.yvonneforcongress.com/	YvonneHinsonFL	F	70	F	Single	F	F	T	R+9	T			S
will	Florida	3	03	FL	FL03	Ted Yoho 	Republican	http://www.tedyoho.com/	TedYoho	T	63	M	Married	T	F	F	R+9	T			S
will	Florida	13	13	FL	FL13	George Buck 	Republican	https://www.georgebuckjr.com/	gbuck_jr	F		M		T	F	F	D+2	T			S
will	Florida	13	13	FL	FL13	Charlie Crist 	Democratic	https://twitter.com/charliecristfl	CharlieCrist	T		M		T	F	F	D+2	T			S
will	Florida	26	26	FL	FL26	Carlos Curbelo 	Republican	http://www.carloscurbelo.com/	carloslcurbelo	T		M		T	F	F	D+6	T			S
will	Florida	26	26	FL	FL26	Debbie Mucarsel-Powell 	Democratic	http://debbiemucarselpowell.com/	DebbieforFL	F		F		T	F	F	D+6	T			S
will	Illinois	2	02	IL	IL02	Robin Kelly 	Democratic	http://robinkellyforcongress.org/	RobinLynneKelly	T		F		F	F	T	D+29	T			MW
will	Illinois	11	11	IL	IL11	Bill Foster 	Democratic	http://www.billfoster.com/	Foster4Congress	T		M		T	F	F	D+9	T			MW
will	Illinois	11	11	IL	IL11	Nick Stella 	Republican	http://stellaforcongress.com/	NickStellaMD	F		M		T	F	F	D+9	T			MW
will	Louisiana	2	02	LA	LA02	Cedric Richmond 	Democratic	http://www.cedricrichmond.com/	CedricRichmond	T		M		F	F	T	D+25	F			S
will	Maryland	1	01	MD	MD01	Jesse Colvin 	Democratic	http://jessecolvin.com/	Colvin4Congress	F		M	Married	T	F	F	R+14	T			S
will	Maryland	1	01	MD	MD01	Andy Harris 	Republican	http://www.andyharris.com/	Harris4Congress	T		M		T	F	F	R+14	T			S
will	Maryland	1	01	MD	MD01	Jenica Martin 	Libertarian	http://www.martin4congress.us/	martin4maryland	F		F		F	F	T	R+14	T			S
will	Maryland	4	04	MD	MD04	David Bishop 	Libertarian	http://www.bishop4congress.com/	Bishop4House	F		M		T	F	F	D+28	T			S
will	Maryland	4	04	MD	MD04	Anthony Brown 	Democratic	http://www.anthonybrown.com/	AnthonyBrownMD4	T		M		F	F	T	D+28	T			S
will	Maryland	4	04	MD	MD04	George McDermott 	Republican	http://georgemcdermott.com/	GeorgeMcDermot3	F		M		T	F	F	D+28	T			S
will	Massachusetts	1	01	MA	MA01	Richard Neal 	Democratic	http://www.nealforcongress.com/	RepRichardNeal	T		M		T	F	F	D+12	F			NE
will	Minnesota	1	01	MN	MN01	Dan Feehan 	Democratic	https://danfeehan.com/	danielfeehan	F		M	Married	T	F	F	R+5	T			MW
will	Minnesota	1	01	MN	MN01	Jim Hagedorn 	Republican	http://www.jimhagedorn.org/	JimHagedornMN	F		M		T	F	F	R+5	T			MW
will	Missouri	6	06	MO	MO06	Sam Graves 	Republican	http://www.gravesforcongress.com/	RepSamGraves	T		M		T	F	F	R+12	T			MW
will	Missouri	6	06	MO	MO06	Dan Hogan 	Libertarian	http://hogan4congress2016.my-free.website/	Hogan4Congress	F		M		T	F	F	R+12	T			MW
will	Missouri	6	06	MO	MO06	Henry Martin 	Democratic	http://www.henrymartinforcongress.com/	hmforcongress	F		M		F	F	T	R+12	T			MW
will	New Jersey	6	06	NJ	NJ06	Frank Pallone 	Democratic	http://www.pallonefornewjersey.com/	pallonefornj	F							R+2	T			NE
will	New Jersey	6	06	NJ	NJ06	Rich Pezzullo 	Republican	http://www.pezzullo.com/	RichPezzulloNJ	T		M		T	F	F	R+2	T			NE
will	New Mexico	1	01	NM	NM01	Janice Arnold-Jones	Republican	https://www.janiceforcongress2018.com/	LadySunshineNM	F		M		T	F	F	D+7	T			W
will	New Mexico	1	01	NM	NM01	Debra Haaland 	Democratic	http://debforcongress.com/	Deb4CongressNM	T		F		T	F	F	D+7	T			W
will	New Mexico	1	01	NM	NM01	Lloyd Princeton 	Libertarian	https://lloydprinceton.com/	LloydPrinceton	F		M		T	F	F	D+7	T			W
will	New York	3	03	NY	NY03	Dan DeBono 	Republican	http://www.debonoforcongress.com/	DanDeBono	F		M	Married	T	F	F	D+1	T			NE
will	New York	3	03	NY	NY03	Tom Suozzi 	Democratic	https://suozziforcongress.com/	Tom_Suozzi	T		M	Married	T	F	F	D+1	T			NE
will	New York	25	25	NY	NY25	Jim Maxwell 	Republican	https://drjimmaxwell.com/	drjimmaxwell	F		M		T	F	F	D+8	T			NE
will	New York	25	25	NY	NY25	Joe Morelle 	Democratic	https://www.votemorelle.com/	votemorelle	F		M		T	F	F	D+8	T			NE
will	North Carolina	9	09	NC	NC09	Mark Harris 	Republican	https://www.markharrisforcongress.com/	MarkHarrisNC9	T		M	Married	T	F	F	R+8	T			S
will	North Carolina	9	09	NC	NC09	Dan McCready 	Democratic	http://www.danmccready.com/	McCreadyForNC	F		M		T	F	F	R+8	T			S
will	North Carolina	9	09	NC	NC09	Jeff Scott 	Libertarian	http://lpmeck.org/jeff-scott/	Kleptosclerosis	F		M		T	F	F	R+8	T			S
will	Ohio	4	04	OH	OH04	Janet Garrett 	Democratic	http://www.janetgarrett.com/	Janet4OH	F		F		T	F	F	R+14	T			MW
will	Ohio	4	04	OH	OH04	Jim Jordan 	Republican	http://jimjordanforcongress.com/	Votejimjordan	T		M		T	F	F	R+14	T			MW
will	Ohio	8	08	OH	OH08	Warren Davidson 	Republican	http://www.davidsonforcongress.com/	Vote_Davidson	T		M		T	F	F	R+17	T			MW
will	Ohio	8	08	OH	OH08	Vanessa Enoch 	Democratic	https://enochforcongress.com/	DrVEnoch	F		F		F	F	T	R+17	T			MW
will	Oregon	5	05	OR	OR05	Mark Callahan 	Republican	http://callahanfororegon.com/	Callahan4Oregon	F		M		T	F	F	EVEN	T			W
will	Oregon	5	05	OR	OR05	Kurt Schrader 	Democratic	http://www.kurtschrader.com/	VoteSchrader	T		M		T	F	F	EVEN	T			W
will	Pennsylvania	6	06	PA	PA06	Chrissy Houlahan 	Democratic	http://www.chrissyhoulahanforcongress.com/	HoulahanForPa	F		F		T	F	F	D+2	T			NE
will	Pennsylvania	6	06	PA	PA06	Greg McCauley 	Republican	https://mccauleyforcongress.com/	McCauley4PA	F		M		T	F	F	D+2	T			NE
will	Pennsylvania	12	12	PA	PA12	Marc Friedenberg 	Democratic	http://www.marcforpa.com/	MarcForPA	F		M		F	T	F	R+17	T			NE
will	Pennsylvania	12	12	PA	PA12	Jerry Kairnes 	Independent	http://www.jerrykairnesforcongress.com/	gogojerrygo	F		M		T	F	F	R+17	T			NE
will	Pennsylvania	12	12	PA	PA12	Tom Marino 	Republican	http://www.tommarinoforcongress.com/	MarinoPA10	T		M		T	F	F	R+17	T			NE
will	Pennsylvania	15	15	PA	PA15	Susan Boser 	Democratic	https://www.susanboserforcongress.com/	BoserforPA	F		F		T	F	F	R+20	T			NE
will	Pennsylvania	15	15	PA	PA15	Glenn Thompson 	Republican	http://www.friendsofglennthompson.com/	GT_TeamGT	T		M		T	F	F	R+20	T			NE
will	Tennessee	1	01	TN	TN01	Marty Olsen 	Democratic	http://olsenforcongress.com/	martyo4congress	F		M		T	F	F	R+28	T			S
will	Tennessee	1	01	TN	TN01	Phil Roe 	Republican	http://www.roe4congress.com/	DrPhilRoe	T		M		T	F	F	R+28	T			S
will	Tennessee	1	01	TN	TN01	Michael Salyer 	Independent	https://www.facebook.com/SalyerForUSCongress	Salyer2012	F		M		T	F	F	R+28	T			S
will	Tennessee	2	02	TN	TN02	Tim Burchett 	Republican	https://www.burchettforcongress.com/	timburchett	F		M		T	F	F	R+20	T			S
will	Tennessee	2	02	TN	TN02	Jeffrey Grunau 	Independent	http://reasonanddecency.com/		F		M		T	F	F	R+20	T			S
will	Tennessee	2	02	TN	TN02	Renee Hoyos 	Democratic	http://hoyosforcongress.com/	Hoyos4Congress	F		F		T	F	F	R+20	T			S
will	Tennessee	2	02	TN	TN02	Greg Samples 	Independent	http://gregsamples4congress.com/	gregsamples	F		M		T	F	F	R+20	T			S
will	Tennessee	2	02	TN	TN02	Allen Smith 	Independent	Not a candidate		F							R+20	T			S
will	Tennessee	2	02	TN	TN02	Marc Whitmire 	Independent	https://whitmire2018.com/	whitmire2018	F		M		T	F	F	R+20	T			S
will	Tennessee	3	03	TN	TN03	Chuck Fleischmann 	Republican	https://www.chuckforcongress.com/	chuck4congress	T		M		T	F	F	R+18	T			S
will	Tennessee	3	03	TN	TN03	Danielle Mitchell 	Democratic	https://www.mitchell4congress.com/	DMMD4TNCongress	F		F		T	F	F	R+18	T			S
will	Tennessee	3	03	TN	TN03	Rick Tyler 	Independent	http://ricktylerforcongress.com/	USAWhiteAgain	F		M		T	F	F	R+18	T			S
will	Tennessee	4	04	TN	TN04	Scott DesJarlais 	Republican	http://www.scottdesjarlais.com/	tndesjarlais	T		M		T	F	F	R+20	T			S
will	Tennessee	4	04	TN	TN04	Mariah Phillips 	Democratic	https://www.mariah4congress.com/	Mariah4Congress	F		F	Married	T	F	F	R+20	T			S
will	Tennessee	4	04	TN	TN04	Michael Shupe 	Independent	https://www.facebook.com/Mike-for-Congress-1893543124307166/	mike4congresstn	F		M		T	F	F	R+20	T			S
will	Texas	4	04	TX	TX04	Catherine Krantz 	Democratic	http://catherinekrantzforcongress.com/	Krantz4Congress	F		F		T	F	F	R+28	T			S
will	Texas	4	04	TX	TX04	John Ratcliffe 	Republican	http://ratcliffeforcongress.com/	RatcliffeTX4	T		M		T	F	F	R+28	T			S
will	Texas	6	06	TX	TX06	Jana Lynne Sanchez 	Democratic	https://sanchez4texas.com/	janasanchez	F		F		F	T	F	R+9	T			S
will	Texas	6	06	TX	TX06	Ron Wright 	Republican	https://www.wright4congress.com/	ron4congress	T		M		T	F	F	R+9	T			S
will	Texas	16	16	TX	TX16	Veronica Escobar 	Democratic	http://www.veronicaescobar.com/	vgescobar	T		F		F	T	F	D+17	T			S
will	Texas	16	16	TX	TX16	Ben Mendoze 	Independent	https://benmenus2018.com/	bentex2055	F		M		F	T	F	D+17	T			S
will	Texas	16	16	TX	TX16	Rick Seeberger 	Republican	https://www.seebergerforcongress.com/	RickSeeberger	F		M		T	f	F	D+17	T			S
will	Texas	20	20	TX	TX20	Joaquín Castro 	Democratic	http://www.castroforcongress.com/	Castro4Congress	T		M		F	T	F	D+10	T			S
will	Utah	2	02	UT	UT02	Jan Garbett 	United Utah	https://www.jangarbettforcongress.com/	VoteJanGarbett	F		F		T	F	F	R+16	T			W
will	Utah	2	02	UT	UT02	Shireen Ghorbani 	Democratic	http://shireenforcongress.com/	ShireenGhorbani	F		F		T	F	F	R+16	T			W
will	Utah	2	02	UT	UT02	Chris Stewart 	Republican	http://www.stewartforutah.com/	StewartforUtah	T		M		T	F	F	R+16	T			W
will	Utah	2	02	UT	UT02	Jeffrey Whipple 	Libertarian	https://www.whippleforcongress.org/	jeffreywhipple	F		M		T	F	F	R+16	T			W
will	Virginia	10	10	VA	VA10	Barbara Comstock 	Republican	http://www.barbaracomstockforcongress.com/	BarbaraComstock	T		F		T	F	F	D+1	T			S
will	Virginia	10	10	VA	VA10	Jennifer Wexton 	Democratic	http://jenniferwexton.com/	JenniferWexton	F		F		T	F	F	D+1	T			S
will	West Virginia	1	01	WV	WV01	Kendra Fershee 	Democratic	http://www.teamkendrawv.com/	teamkendrawv	F		F		T	F	F	R+19	T			S
will	West Virginia	1	01	WV	WV01	David McKinley 	Republican	http://www.mckinley2016.com/	McKinleyforWV	T		M	Married	T	F	F	R+19	T			S
will	Oregon	5	05	OR	OR05	Marvin Sandnes	Green	https://marvinsandnes.org/	MarvinSandnes	F		M		T	F	F	EVEN				W
will	Tennessee	2	02	TN	TN02	Greg Samples	Independent	http://www.beautiquebeautiful.com/	AdventureTN	F		M	Married	T	F	F	R+20				S
will	Texas	16	16	TX	TX16	Rick Seeberger	Republican	https://samforep.com/	votesamuelwill1	F		M		T	F	F	D+17				S
